,City,Cloudiness,County,Date,Humidity,Latitude,Max Temp (F),Wind Speed
442,gigmoto,36,PH,1527827533,96,13.78,86.21,4.94
443,clearwater,40,US,1527827534,100,27.97,78.8,5.73
444,saint-joseph,0,FR,1527827534,93,43.56,62.6,4.7
445,libertad,90,AR,1527827534,93,-34.7,51.8,11.41
446,tromso,75,NO,1527827534,87,69.65,44.6,14.99
447,samarina,0,RU,1527827535,70,57.89,48.2,6.73
448,sao felix do xingu,48,BR,1527827535,53,-6.64,82.82,4.72
449,tchollire,8,CM,1527827535,84,8.4,77.84,3.94
450,muborak,0,UZ,1527827535,28,39.25,91.61,5.28
451,belyy yar,0,RU,1527827536,53,53.6,62.6,15.66
452,ayan,36,TR,1527827536,87,40.67,54.53,3.15
453,inongo,24,CD,1527827536,94,-1.93,75.14,2.93
454,manoel urbano,32,BR,1527827536,96,-8.84,73.28,2.15
455,broome,80,GB,1527827536,100,52.47,59.0,3.36
456,grindavik,90,IS,1527827537,81,63.84,42.8,9.17
457,faya,0,SA,1527827537,49,18.39,68.0,3.71
458,roald,20,NO,1527827537,100,62.58,62.6,8.05
459,jablanica,0,BA,1527827537,88,43.66,62.6,2.24
460,dillon,90,US,1527827537,87,45.22,48.2,9.17
461,uruguaiana,90,BR,1527827537,93,-29.77,55.4,18.34
462,korhogo,0,CI,1527827538,91,9.46,74.42,8.63
463,hearst,92,CA,1527827538,99,49.69,42.14,10.98
464,det udom,40,TH,1527827538,74,14.9,86.0,4.7
465,krasnyy oktyabr,8,RU,1527827538,52,56.12,49.67,12.44
466,argentan,75,FR,1527827539,93,48.74,60.8,8.05
467,chuy,92,UY,1527827539,98,-33.69,60.23,20.38
468,vila franca do campo,75,PT,1527827539,82,37.72,64.4,9.17
469,hofn,0,IS,1527827539,93,64.25,46.73,5.84
470,coahuayana,0,MX,1527827539,61,18.62,75.89,2.04
471,celestun,8,MX,1527827539,97,20.87,83.0,15.12
472,belaya gora,0,RU,1527827539,72,68.54,44.81,9.31
473,bontang,64,ID,1527827540,95,0.12,83.87,7.4
474,gedo,92,ET,1527827540,100,9.01,61.01,3.27
475,bela vista,92,BR,1527827540,96,-22.11,67.85,5.06
476,poronaysk,48,RU,1527827541,62,49.22,62.63,6.96
477,gornja koprivna,0,BA,1527827541,96,45.01,61.76,2.15
478,lake charles,1,US,1527827541,94,30.23,80.6,3.36
479,anloga,20,GH,1527827541,88,5.79,78.8,5.82
480,loanda,80,BR,1527827541,70,-22.93,69.47,9.08
481,moose factory,90,CA,1527827542,100,51.26,33.8,14.99
482,delta del tigre,90,UY,1527827542,93,-34.76,53.6,18.34
483,hailar,56,CN,1527827542,51,49.2,84.32,13.0
484,benalla,0,AU,1527827542,41,-36.55,57.2,2.24
485,mangan,56,IN,1527827542,66,27.5,49.16,1.7
486,baherden,0,TM,1527827542,53,38.44,90.89,4.05
487,north bend,1,US,1527827543,76,43.41,53.6,4.7
488,buraydah,0,SA,1527827543,25,26.33,87.8,9.17
489,kasongo-lunda,20,CD,1527827543,93,-6.48,69.47,1.92
490,cheney,75,US,1527827543,50,47.49,59.0,16.11
491,olinda,75,EC,1527827544,83,-2.03,71.6,11.41
492,matelandia,90,BR,1527827544,93,-25.24,66.2,5.82
493,paamiut,92,GL,1527827544,92,61.99,37.73,34.14
494,pitimbu,20,BR,1527827544,88,-7.47,71.6,6.93
495,sitka,0,US,1527827544,65,37.17,77.96,8.63
496,yantal,100,RU,1527827544,71,56.85,55.7,9.75
497,yekaterinovka,0,RU,1527827545,49,46.69,68.03,17.69
498,villamontes,92,BO,1527827545,99,-21.26,51.38,5.95
499,arlit,0,NE,1527827545,25,18.74,72.2,3.04
